gvkey,permno,adate,qdate,public_date,bm,evm,pe_exi,pe_inc,ps,pcf,npm,opmbd,gpm,cfm,roa,roe,roce,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_totdebt,debt_ebitda,ocf_lct,cash_debt,lt_ppent,cash_ratio,quick_ratio,curr_ratio,inv_turn,at_turn,rect_turn,pay_turn,ptb,divyield,TICKER
184996,93436,2017-12-31,2017-12-31,2018-02-28,0.081,894.042,-28.999,-28.999,4.928,-289.98,-0.167,0.006,0.328,-0.044,0.003,-0.436,-0.117,0.28,0.627,0.691,0.691,0.067,147.357,-0.008,-0.003,1.124,0.459,0.561,0.856,3.648,0.458,23.181,3.81,13.676,,TSLA
184996,93436,2017-12-31,2018-03-31,2018-05-31,0.099,-216.59,-1.362,-1.362,3.877,-124.21,-0.188,-0.024,0.296,-0.066,-0.011,-0.492,-0.141,0.312,0.593,0.664,0.655,0.065,-33.276,-0.053,-0.003,1.111,0.448,0.567,0.899,3.608,0.453,22.375,3.75,10.862,,TSLA
184996,93436,2017-12-31,2018-06-30,2018-08-31,0.067,-131.75,-1.247,-1.247,3.761,-161.47,-0.199,-0.036,0.272,-0.082,-0.018,-0.588,-0.155,0.287,0.622,0.713,0.684,0.063,-21.947,-0.04,-0.003,1.132,0.387,0.504,0.837,3.75,0.489,23.333,4.169,13.173,,TSLA
184996,93436,2017-12-31,2018-09-30,2018-11-30,0.099,105.123,-2.211,-2.211,3.435,43.833,-0.102,0.034,0.28,-0.009,0.021,-0.414,-0.084,0.285,0.626,0.745,0.687,0.063,18.957,0.156,-0.003,1.147,0.335,0.457,0.782,4.404,0.62,24.228,4.636,13.349,,TSLA
184996,93436,2018-12-31,2018-12-31,2019-02-28,0.086,42.865,-55.923,-55.923,2.574,26.337,-0.045,0.076,0.276,0.046,0.056,-0.213,-0.016,0.312,0.6,0.766,0.658,0.064,7.391,0.21,0.09,1.19,0.388,0.52,0.831,5.777,0.735,29.311,5.654,11.222,,TSLA
184996,93436,2018-12-31,2019-03-31,2019-05-31,0.095,36.084,-2.132,-2.132,1.453,17.68,-0.043,0.08,0.27,0.051,0.063,-0.218,-0.008,0.285,0.628,0.767,0.688,0.059,6.696,0.195,0.09,1.179,0.307,0.446,0.802,4.858,0.78,24.289,5.354,7.127,,TSLA
184996,93436,2018-12-31,2019-06-30,2019-08-31,0.143,25.716,-3.886,-3.886,1.62,14.181,-0.026,0.095,0.261,0.068,0.082,-0.147,0.02,0.292,0.625,0.753,0.682,0.056,5.357,0.295,0.09,1.205,0.373,0.53,0.883,5.406,0.833,23.212,5.529,7.071,,TSLA
184996,93436,2018-12-31,2019-09-30,2019-11-30,0.139,27.576,-4.621,-4.621,2.435,26.854,-0.034,0.091,0.254,0.069,0.074,-0.168,0.009,0.296,0.625,0.747,0.679,0.053,6.041,0.227,0.09,1.228,0.433,0.595,0.952,5.24,0.792,22.87,5.58,9.846,,TSLA
184996,93436,2019-12-31,2019-12-31,2020-02-29,0.087,41.636,-135.77,-135.77,5.004,51.137,-0.035,0.089,0.251,0.062,0.068,-0.149,0.004,0.319,0.609,0.709,0.656,0.053,6.72,0.225,0.092,1.297,0.611,0.802,1.135,5.522,0.767,21.626,5.251,18.583,,TSLA
184996,93436,2019-12-31,2020-03-31,2020-05-31,0.095,25.946,-62.547,-62.547,5.948,59.427,-0.006,0.118,0.267,0.09,0.096,-0.025,0.044,0.334,0.595,0.714,0.64,0.05,4.812,0.246,0.092,1.283,0.6,0.781,1.135,5.082,0.764,21.359,5.501,16.874,,TSLA
184996,93436,2019-12-31,2020-06-30,2020-08-31,0.049,32.992,86.066,86.066,18.062,171.66,0.014,0.141,0.292,0.111,0.107,0.054,0.067,0.369,0.562,0.699,0.604,0.049,4.13,0.24,0.092,1.289,0.647,0.835,1.182,4.656,0.722,19.734,5.078,47.117,,TSLA
184996,93436,2019-12-31,2020-09-30,2020-11-30,0.039,50.312,369.531,369.531,19.095,123.713,0.02,0.149,0.299,0.111,0.118,0.07,0.085,0.438,0.5,0.636,0.533,0.047,3.612,0.361,0.092,1.29,0.794,0.991,1.329,4.853,0.725,19.299,4.993,33.562,,TSLA
184996,93436,2020-12-31,2020-12-31,2021-02-28,0.033,153.439,419.8,405.667,20.56,109.1,0.023,0.143,0.291,0.107,0.104,0.05,0.077,0.643,0.315,0.386,0.329,0.049,2.962,0.417,0.209,1.218,1.377,1.587,1.875,5.841,0.73,19.491,4.663,28.977,,TSLA
184996,93436,2020-12-31,2021-03-31,2021-05-31,0.036,104.366,208.407,208.407,16.758,75.061,0.032,0.132,0.284,0.105,0.11,0.08,0.081,0.585,0.366,0.465,0.385,0.044,2.967,0.587,0.209,1.229,1.108,1.317,1.618,6.249,0.761,20.342,4.765,26.005,,TSLA
184996,93436,2020-12-31,2021-06-30,2021-08-31,0.037,108.001,127.729,127.729,17.606,80.25,0.052,0.136,0.28,0.117,0.12,0.122,0.099,0.641,0.315,0.389,0.329,0.042,2.298,0.625,0.209,1.173,1.162,1.372,1.664,7.014,0.813,21.631,4.893,29.638,,TSLA
184996,93436,2020-12-31,2021-09-30,2021-11-30,0.035,98.669,123.892,123.892,24.54,115.763,0.074,0.152,0.288,0.135,0.139,0.16,0.129,0.686,0.273,0.333,0.285,0.038,1.65,0.625,0.209,1.103,1.102,1.305,1.591,7.342,0.859,23.471,4.814,42.433,,TSLA
184996,93436,2021-12-31,2021-12-31,2022-02-28,0.028,117.051,177.639,177.639,16.714,78.246,0.103,0.175,0.307,0.159,0.165,0.21,0.174,0.784,0.18,0.23,0.186,0.031,0.943,0.583,0.376,0.98,0.916,1.083,1.375,7.569,0.942,27.538,4.847,29.775,,TSLA
184996,93436,2021-12-31,2022-03-31,2022-05-31,0.031,72.301,34.295,34.295,12.632,56.715,0.135,0.205,0.322,0.187,0.224,0.319,0.26,0.769,0.194,0.246,0.201,0.032,0.727,0.733,0.376,0.994,0.917,1.104,1.4,7.537,1.032,28.959,4.834,23.031,,TSLA
184996,93436,2021-12-31,2022-06-30,2022-08-31,0.052,65.132,33.166,33.166,12.858,61.345,0.142,0.213,0.322,0.193,0.237,0.327,0.284,0.809,0.156,0.207,0.162,0.029,0.572,0.695,0.376,0.958,0.888,1.069,1.387,7.075,1.056,31.063,4.813,23.727,,TSLA
184996,93436,2021-12-31,2022-09-30,2022-11-30,0.048,58.592,60.217,60.217,8.213,38.352,0.149,0.215,0.314,0.198,0.253,0.35,0.312,0.845,0.124,0.171,0.128,0.03,0.441,0.732,0.376,0.949,0.88,1.056,1.408,6.649,1.105,33.302,4.877,15.42,,TSLA
184996,93436,2022-12-31,2022-12-31,2023-02-28,0.115,22.521,56.826,56.826,7.99,44.206,0.154,0.216,0.302,0.201,0.243,0.335,0.309,0.9,0.076,0.116,0.078,0.026,0.327,0.551,0.404,0.995,0.842,1.051,1.532,6.116,1.128,31.821,5.059,14.533,,TSLA
184996,93436,2022-12-31,2023-03-31,2023-05-31,0.073,38.846,59.979,59.979,7.513,48.811,0.137,0.195,0.277,0.183,0.231,0.303,0.286,0.889,0.085,0.126,0.087,0.027,0.355,0.527,0.404,0.963,0.856,1.049,1.503,5.452,1.103,31.689,4.969,13.451,,TSLA
184996,93436,2022-12-31,2023-06-30,2023-08-31,0.062,40.702,73.318,73.318,8.712,58.695,0.13,0.179,0.259,0.174,0.216,0.288,0.263,0.902,0.075,0.113,0.076,0.025,0.342,0.525,0.404,0.966,0.849,1.052,1.54,5.371,1.125,30.621,5.034,16.021,,TSLA
184996,93436,2022-12-31,2023-09-30,2023-11-30,0.067,44.452,77.445,77.445,7.956,62.742,0.112,0.158,0.244,0.158,0.182,0.234,0.208,0.903,0.077,0.116,0.079,0.02,0.417,0.449,0.404,0.954,0.88,1.084,1.595,5.245,1.085,30.346,5.029,14.274,,TSLA
